time,pix_x,pix_y
20.04142,734,351
20.05809,734,351
20.07475,734,351
20.09169,734,351
20.10835,734,351
20.12502,734,351
20.14175,734,351
20.1588,734,351
20.17576,734,350
20.19277,735,347
20.20943,737,343
20.22647,740,338
20.2433,749,326
20.25997,770,303
20.27703,799,271
20.29396,817,247
20.31063,832,228
20.3273,856,200
20.34428,886,161
20.36095,914,127
20.37761,935,107
20.39428,944,100
20.41097,946,98
20.42774,947,97
20.44471,947,97
20.46172,947,97
20.47839,947,97
20.49505,947,97
20.51172,949,97
20.52851,949,97
20.5454,950,97
20.56206,952,95
20.57899,955,92
20.59595,955,92
20.61289,955,92
20.62973,955,92
20.64679,955,92
20.66377,955,92
20.68044,955,92
20.69711,955,92
20.71408,955,92
20.73108,955,92
20.74775,955,92
20.76476,955,92
20.78172,955,92
20.79846,955,92
20.81513,955,92
20.83179,955,92
20.8486,955,92
20.86527,955,92
20.88194,955,92
20.89861,955,92
20.91527,955,92
20.93194,955,92
20.94872,955,92
20.96539,955,92
20.98205,955,92
20.99872,955,92
21.01539,955,92
21.03205,955,92
21.04872,948,109
21.06576,928,141
21.08242,901,189
21.09909,864,250
21.11586,819,324
21.13285,771,394
21.14958,738,435
21.16654,724,450
21.18355,714,460
21.20021,708,466
21.2173,707,468
21.2348,707,468
21.25188,707,468
21.26856,706,467
21.28523,704,465
21.30193,703,465
21.31901,703,463
21.33568,703,461
21.3526,705,447
21.36954,711,426
21.38652,719,406
21.40325,725,395
21.42012,729,388
21.43679,731,385
21.45345,735,382
21.47012,736,381
21.48679,737,381
21.50345,741,378
21.52012,749,376
21.53679,755,372
21.55357,759,372
21.57098,761,372
21.58795,765,371
21.60463,770,370
21.62129,774,367
21.63796,776,367
21.65499,779,367
21.67189,780,367
21.6889,784,367
21.70557,789,366
21.72224,794,363
21.73891,797,363
21.75596,799,362
21.77262,799,362
21.7897,799,362
21.80654,799,362
21.8232,799,362
21.83987,799,362
21.85692,799,362
21.87359,799,362
21.89025,799,362
21.90692,799,362
21.92373,800,362
21.94089,802,362
21.95793,806,362
21.97496,809,362
21.99181,811,362
22.00876,811,362
22.02577,812,362
22.04274,812,362
22.0594,812,362
22.07652,814,362
22.09353,814,362
22.1102,814,362
22.12709,814,362
22.14375,814,362
22.16068,814,363
22.17771,814,363
22.19466,815,363
22.21133,816,363
22.22799,817,363
22.24507,819,363
22.26173,819,364
22.2784,819,364
22.29548,819,364
22.31222,820,364
22.32893,822,365
22.3456,827,366
22.36226,831,368
22.37923,834,369
22.3959,834,370
22.41258,834,370
22.42925,834,370
22.44592,834,370
22.46278,834,370
22.47945,834,370
22.49638,834,370
22.51305,834,370
22.52971,834,370
22.54638,834,370
22.56305,834,370
22.57971,834,370
22.59638,834,370
22.61305,836,370
22.62971,842,353
22.64656,859,322
22.66322,892,273
22.6799,937,215
22.69656,972,166
22.71322,991,140
22.72989,999,127
22.74657,1000,121
22.76323,1000,120
22.78006,998,120
22.7968,997,120
22.81381,997,118
22.83048,992,110
22.84714,989,93
22.86381,987,78
22.88048,984,73
22.89715,983,72
22.91381,983,72
22.93073,983,72
22.94739,983,72
22.96406,981,67
22.98094,978,63
22.99801,977,61
23.01467,977,61
23.03147,977,61
23.04847,977,61
23.06514,977,61
23.08221,977,61
23.09888,977,61
23.1159,977,61
23.13274,977,61
23.14983,977,61
23.16682,977,61
23.18349,977,61
23.20016,977,61
23.21682,977,61
23.23378,977,61
23.25044,977,61
23.26711,977,61
