time,pix_x,pix_y
72.5442,1067,321
72.56087,1067,321
72.57787,1067,321
72.59462,1067,321
72.61167,1067,321
72.6287,1067,321
72.64561,1067,321
72.66228,1067,321
72.67894,1067,321
72.69576,1067,321
72.71243,1067,321
72.7291,1067,321
72.74606,1067,321
72.76274,1067,321
72.77967,1067,321
72.79667,1067,321
72.81336,1067,321
72.83003,1067,321
72.84669,1067,321
72.86337,1067,321
72.88003,1067,321
72.89693,1067,321
72.9136,1067,321
72.93049,1063,321
72.94717,1053,320
72.96416,1036,320
72.98083,1009,319
72.9975,974,326
73.01416,936,334
73.03083,896,341
73.04764,863,344
73.0647,841,347
73.08144,826,348
73.09821,819,349
73.11488,818,349
73.13171,818,349
73.14822,818,349
73.16489,818,349
73.18155,818,349
73.19821,818,349
73.21488,817,349
73.23155,817,349
73.24848,817,349
73.26546,817,349
73.28235,817,349
73.29929,817,349
73.31596,817,349
73.3328,817,349
73.34947,817,349
73.36613,817,349
73.3828,817,349
73.39947,817,349
73.41614,817,349
73.4328,817,349
73.44947,817,349
73.46619,817,349
73.48286,817,349
73.49953,817,349
73.51619,817,349
73.53286,817,349
73.54959,817,349
73.5667,817,349
73.58362,817,349
73.60029,817,349
73.61696,817,349
73.63404,817,349
73.6507,817,349
73.66737,817,349
73.68423,817,349
73.70103,817,349
73.7177,817,349
73.73437,817,349
73.75104,817,349
73.76771,817,349
73.78437,817,349
73.80104,817,349
73.8177,817,349
73.83438,817,349
73.85104,817,349
73.86772,817,349
73.88438,817,349
73.90105,817,349
73.91812,835,349
73.93514,875,351
73.95215,929,351
73.96881,1004,351
73.98547,1075,351
74.00227,1139,349
74.01894,1189,348
74.0356,1224,348
74.05231,1239,348
74.06898,1240,348
74.08572,1240,348
74.10253,1240,348
74.11964,1240,348
74.1363,1240,348
74.15296,1240,348
74.16966,1240,348
74.18663,1242,346
74.20361,1251,343
74.2204,1261,339
74.23721,1269,336
74.25388,1272,335
74.27055,1272,335
74.28722,1272,335
74.30392,1279,331
74.32072,1289,324
74.33739,1296,321
74.35435,1302,319
74.37102,1305,319
74.38795,1306,319
74.40462,1307,319
74.42129,1309,319
74.43795,1309,319
74.45463,1309,319
74.47128,1309,319
74.48795,1309,319
74.50484,1309,319
74.52184,1309,319
74.53891,1309,319
74.5559,1309,319
74.57257,1309,319
74.58924,1309,319
74.60603,1309,319
74.6227,1309,319
74.63937,1309,319
74.65604,1309,319
74.6727,1309,319
74.68951,1309,319
74.70619,1309,319
74.72315,1309,319
74.73982,1309,319
74.7567,1309,319
74.77374,1309,318
74.79041,1310,315
74.80717,1309,310
74.82384,1306,300
74.84074,1301,285
74.8574,1289,259
74.87407,1271,220
74.89104,1248,174
74.90771,1228,139
74.92439,1213,115
74.94105,1197,96
74.95772,1177,78
74.97438,1156,63
74.99105,1138,54
75.00772,1126,51
75.02473,1118,50
75.0414,1114,49
75.05809,1111,49
75.07475,1106,49
75.09142,1097,48
75.10833,1088,45
75.12505,1084,45
75.14172,1079,45
75.15842,1074,45
75.17537,1067,45
75.19237,1058,45
75.2094,1052,45
75.22638,1049,45
75.24306,1046,45
75.25972,1042,46
75.27639,1039,47
75.29305,1037,47
75.30972,1033,48
75.32639,1027,49
75.34306,1023,51
75.35973,1021,52
75.37655,1019,52
75.39341,1019,52
75.41034,1019,52
75.42701,1019,52
75.4437,1019,53
75.46062,1019,53
75.47729,1019,53
75.49403,1019,53
75.51073,1019,53
75.52739,1019,53
