time,pix_x,pix_y
27.21717,964,156
27.23384,964,156
27.2505,964,156
27.26736,964,156
27.28407,964,156
27.30113,964,156
27.31806,964,156
27.33508,964,156
27.35206,964,156
27.36906,964,156
27.38572,964,156
27.40276,964,156
27.41943,964,156
27.43621,964,156
27.45321,964,155
27.46988,962,143
27.48654,959,132
27.50343,957,127
27.5201,957,126
27.53676,957,125
27.55377,957,125
27.57043,957,125
27.58746,957,125
27.60412,957,125
27.62079,957,125
27.63746,957,125
27.65413,957,125
27.67101,957,125
27.68768,957,125
27.70434,957,125
27.72101,957,125
27.73787,957,125
27.75491,957,125
27.7719,957,125
27.78898,957,125
27.80565,957,125
27.82231,957,125
27.839,957,125
27.856,957,125
27.87266,957,125
27.89021,957,126
27.90723,957,131
27.92412,959,138
27.94079,962,149
27.95746,966,159
27.97412,967,166
27.99079,969,170
28.00773,970,171
28.0248,970,171
28.04179,970,171
28.05862,970,171
28.07548,970,171
28.09215,970,171
28.10882,970,171
28.12548,970,171
28.14215,970,171
28.15882,970,171
28.17549,970,171
28.19215,970,171
28.20882,970,171
28.2258,970,171
28.24265,970,171
28.25931,970,171
28.27599,970,171
28.29276,970,171
28.30942,970,171
28.32641,970,171
28.34308,970,171
28.35975,970,171
28.37641,970,171
28.39309,970,171
28.40975,970,171
28.42641,970,171
28.44315,970,171
28.45982,970,171
28.47649,970,171
28.49338,969,168
28.51005,967,161
28.52696,963,152
28.54375,961,141
28.56042,957,130
28.57739,953,115
28.59439,949,98
28.61106,948,96
28.628,948,96
28.64467,948,96
28.66173,948,95
28.67839,947,95
28.69508,947,93
28.71175,947,93
28.72841,947,92
28.74508,946,91
28.76174,946,88
28.77857,944,87
28.79558,944,86
28.81264,943,86
28.82931,943,86
28.84597,943,86
28.86282,943,85
28.87949,943,85
28.89615,943,85
28.91319,943,85
28.92985,943,85
28.94683,943,85
28.96389,943,85
28.98056,943,85
28.99723,943,85
29.01389,943,85
29.03055,942,83
29.04723,939,77
29.06405,937,66
29.08105,934,56
29.09773,934,51
29.11439,933,48
29.13106,933,47
29.14779,933,47
29.16446,933,47
29.18112,933,47
29.19811,933,47
29.21478,933,47
29.23144,933,47
29.2481,933,47
29.26516,933,47
29.28182,933,47
29.2986,933,47
