time,pix_x,pix_y
40.41155,1026,57
40.42854,1026,57
40.44554,1026,57
40.46256,1026,57
40.47958,1026,57
40.49625,1026,57
40.51293,1026,57
40.52958,1026,57
40.54625,1026,57
40.56291,1026,57
40.57962,1026,57
40.5965,1026,57
40.61353,1026,57
40.63018,1026,57
40.64693,1026,57
40.6637,1026,57
40.68073,1026,57
40.69771,1026,57
40.71448,1026,57
40.73104,1026,57
40.74815,1026,57
40.76482,1026,57
40.78175,1026,63
40.79876,1021,84
40.81543,1012,111
40.8321,1002,140
40.84911,988,173
40.86612,977,198
40.88314,973,214
40.8998,971,224
40.91668,969,230
40.93365,968,233
40.95032,968,235
40.96698,967,240
40.98365,967,245
41.00045,967,251
41.01748,967,259
41.03432,969,270
41.05099,969,280
41.06766,970,286
41.08432,970,286
41.10099,970,286
41.11765,970,286
41.13432,970,286
41.15099,970,286
41.16808,970,286
41.18516,970,286
41.20182,970,286
41.21869,970,286
41.23535,970,286
41.25202,970,286
41.26907,970,286
41.28607,970,286
41.30309,970,286
41.31976,970,286
41.33668,970,286
41.35358,970,286
41.37026,970,286
41.38708,970,286
41.40375,970,286
41.42095,970,286
41.43762,970,286
41.45441,970,286
41.47108,970,286
41.48775,970,286
41.50446,970,286
41.52114,970,286
41.5378,970,286
41.55465,970,286
41.5717,970,286
41.58874,970,286
41.6054,970,286
41.6221,970,286
41.63905,970,286
41.65602,970,286
41.67268,970,286
41.68935,970,286
41.70619,970,286
41.72319,970,286
41.73986,970,286
41.75683,970,286
41.77383,970,286
41.79049,970,286
41.80716,970,286
41.82383,970,286
41.84049,970,286
41.85716,970,286
41.87403,970,286
41.89101,970,286
41.90773,970,286
41.92528,970,286
41.94194,970,286
41.95887,970,286
41.97573,970,286
41.99239,970,286
42.00939,970,286
42.02607,970,286
42.04306,970,286
42.05972,970,286
42.07639,970,286
42.09321,970,286
42.10988,970,286
42.12678,970,286
42.14382,970,286
42.16073,970,286
42.17751,970,286
42.19454,970,286
42.2112,970,286
42.22787,970,286
42.24483,970,286
42.2615,970,286
42.2784,970,286
42.29507,970,286
42.31176,970,286
42.32843,970,286
42.34509,970,286
42.36177,970,286
42.37843,970,286
42.3951,970,286
42.41213,970,286
42.42879,970,286
42.4455,970,286
42.46254,970,286
42.47954,970,286
42.49621,970,286
42.51287,970,286
42.52971,970,286
42.54638,970,286
42.5632,970,286
42.57987,970,286
42.59653,970,286
42.6132,970,286
42.62987,970,286
42.64671,970,286
42.66354,970,286
42.68048,970,286
42.69714,970,286
42.7141,970,286
42.73117,970,286
42.74784,970,286
42.76478,970,286
42.78157,970,286
42.7986,970,286
42.81527,970,286
42.83193,970,286
42.84864,970,286
42.86532,970,286
42.88198,970,286
42.89897,970,286
42.91576,970,286
42.93251,970,286
42.94951,970,286
42.96618,970,286
42.98285,970,286
43.00014,970,286
43.01681,970,286
43.03378,970,286
43.05078,970,286
43.06746,970,286
43.08412,970,286
43.10094,970,286
43.11761,970,286
43.13428,970,286
43.15094,970,286
43.16761,970,286
43.18428,970,286
43.20121,970,286
43.21807,970,286
43.23474,970,286
43.2514,970,286
43.26807,970,286
43.28502,970,286
43.30173,970,286
43.31841,970,286
43.33508,970,286
43.35174,970,286
43.3687,970,286
43.3857,970,286
43.40274,970,286
43.41943,970,286
43.4361,970,286
43.45276,970,286
43.46943,970,286
43.48609,970,286
43.50276,970,286
43.51959,970,286
43.5364,970,286
43.55341,970,286
43.57008,970,286
43.58675,970,286
43.60341,970,286
43.62008,970,286
43.63708,970,286
43.65464,970,286
43.6713,970,286
43.68797,970,286
43.70464,970,286
43.7213,970,286
43.73834,970,286
43.75524,970,286
43.7719,970,286
43.78858,970,286
43.80553,970,286
43.82261,970,286
43.83955,970,286
43.85661,970,286
43.8737,970,286
43.89037,970,286
43.90704,970,286
43.92372,970,286
43.94039,970,286
43.95708,970,286
43.97391,970,286
43.99092,970,286
44.00771,970,286
44.02438,970,286
44.04105,970,286
44.05798,970,286
44.07497,970,286
44.09201,970,286
44.10872,970,286
44.1257,970,286
44.1427,970,286
44.15936,970,286
44.17603,970,286
44.19271,970,286
44.20938,970,286
44.22647,970,286
44.24348,970,286
44.26015,970,286
44.27682,970,286
44.2935,970,286
44.31038,970,286
44.3271,970,286
44.34377,970,286
44.36073,970,286
44.3774,970,286
44.39445,970,286
44.41124,970,286
44.4283,970,286
44.44564,970,286
44.46231,970,286
44.47924,970,286
44.49591,970,286
44.51258,970,286
44.52925,970,286
44.54593,970,286
44.56261,970,286
44.57927,970,286
44.59593,970,286
44.6128,970,286
44.62997,970,286
44.64701,970,286
44.66451,970,286
44.68118,970,286
44.69785,970,286
44.71476,970,286
44.73171,970,286
44.74838,970,286
44.76505,970,286
44.7819,970,286
44.79868,970,286
44.81535,970,286
44.83201,970,286
44.84882,970,286
44.86549,970,286
44.88215,970,286
44.89911,970,286
44.9161,970,286
44.93277,970,286
44.94944,970,286
44.96611,970,286
44.98282,970,286
44.9998,970,286
45.01647,970,286
45.03342,970,286
45.05009,970,286
45.06713,970,286
45.0838,970,286
45.10047,970,286
45.11713,970,286
45.1338,970,286
45.15049,970,286
45.16715,970,286
45.18382,970,286
45.20078,970,286
45.21745,970,286
45.23412,970,286
45.25079,970,286
45.26745,970,286
45.28411,970,286
45.30079,970,286
45.31745,970,286
45.33412,970,286
45.35091,970,286
45.36796,970,286
45.38498,970,286
45.40165,970,286
45.41832,970,286
45.43499,970,286
45.45165,970,286
45.46832,970,286
45.48507,970,286
45.50204,970,286
45.51897,970,286
45.53604,970,286
45.55283,970,286
45.56961,970,286
45.58654,970,286
45.60321,970,286
45.61988,970,286
45.63654,970,286
45.65321,970,286
45.66988,970,286
45.6866,970,286
45.70327,970,286
45.71994,970,286
45.73668,970,286
45.75372,970,286
45.77081,970,286
45.78748,970,286
45.80414,970,286
45.8208,970,286
45.83747,970,286
45.8544,970,286
45.87143,970,286
45.8885,970,286
45.90517,970,286
